pk_service_type;fk_package_type;serviceTypeCode;submitterNumber;submitterTypeId;minValue;maxValue;currentValue;visible;isCod;hasDeliveryPoints;labelText;name;reportname;palletteMinValue;palletteMaxValue;palletteCurrentValue;pallettePrefix;isPalletteType;fk_image_logo;paymentType;printLabel
744;1034;RO_SAMEDAY_BOX;X;7455;1;9999999999;1;1;NULL;1;NULL;RO Sameday Box;RO Sameday Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
745;1034;SI_POST_BOX;X;19517;1;9999999999;1;1;NULL;1;NULL;SI Post Box;SI Post Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
746;1034;SI_POST_HD;X;19515;1;9999999999;1;1;NULL;0;NULL;SI Post HD;SI Post HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
747;1034;SI_POST_PP;X;19516;1;9999999999;1;1;NULL;1;NULL;SI Post PP;SI Post PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
748;1034;TR_FEDEX_HD_ECO;X;19327;1;9999999999;1;1;NULL;0;NULL;TR FedEx HD Economy;TR FedEx HD Economy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
749;1034;TR_FEDEX_HD_PRI;X;19328;1;9999999999;1;1;NULL;0;NULL;TR FedEx HD Priority;TR FedEx HD Priority;NULL;NULL;NULL;NULL;0;NULL;NULL;1
750;1034;BG_SAMEDAY_HD;X;26066;1;9999999999;1;1;NULL;0;NULL;BG Sameday HD;BG Sameday HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
751;1034;BG_SAMEDAY_BOX;X;26067;1;9999999999;1;1;NULL;1;NULL;BG Sameday Box;BG Sameday Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
752;1034;UK_ROYAL;X;1120;1;9999999999;1;1;NULL;0;NULL;Spojené království - Royal Mail;Royal Mail;NULL;NULL;NULL;NULL;0;NULL;NULL;1
753;1034;SI_EXPRESS_ONE_HD;X;25004;1;9999999999;1;1;NULL;0;NULL;SI Express One HD;SI Express One HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
754;1034;SI_EXPRESS_ONE_PP;X;25005;1;9999999999;1;1;NULL;1;NULL;SI Express One PP;SI Express One PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
755;1034;IT_POST_HD;X;29192;1;9999999999;1;1;NULL;0;NULL;IT Post HD;IT Post HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
756;1034;IT_POST_PP;X;29660;1;9999999999;1;1;NULL;1;NULL;IT Post PP;IT Post PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
757;1034;IT_POST_BOX;X;29661;1;9999999999;1;1;NULL;1;NULL;IT Post Box;IT Post Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
758;1034;IT_BARTOLINI_BOX;X;29678;1;9999999999;1;1;NULL;1;NULL;IT Bartolini Box;IT Bartolini Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
759;1031;ZAS_PUNKCIE_CZHU;X;071ae193-6779-4a6e-b01f-752e24004a01;1;1E+18;1;1;0;1;NULL;Allegro Odbiór w Punkcie Zasilkovna (CZ > HU);Odbiór w Punkcie Zasilk. (CZ > HU);NULL;NULL;NULL;NULL;0;NULL;NULL;1
760;1031;ZAS_PUNKCIE_CZHU_COD;X;1a1ae193-3248-4fa5-b789-752e24004a01;1;1E+18;1;1;1;1;NULL;Allegro Odbiór w Punkcie Zasilkovna (CZ > HU) pobranie;Odbiór w Punkcie Zasilk. pobr. (CZ > HU);NULL;NULL;NULL;NULL;0;NULL;NULL;1
761;1031;ZAS_PACZ_CZHU;X;086d29da-e1e9-4d18-8b0a-5c94dd7cb679;1;1E+18;1;1;0;1;NULL;Allegro Automaty Paczkowe Zasilkovna (CZ > HU);Odbiór w Punkcie Zasilk. (CZ > HU);NULL;NULL;NULL;NULL;0;NULL;NULL;1
762;1031;ZAS_PACZ_CZHU_COD;X;186d29da-542b-4ed8-915a-5c94dd7cb679;1;1E+18;1;1;1;1;NULL;Allegro Automaty Paczkowe Zasilkovna pobranie (CZ > HU);Odbiór w Punkcie Zasilk. pobr. (CZ > HU);NULL;NULL;NULL;NULL;0;NULL;NULL;1
763;1031;INTER_KURIER_SK;X;0a74abd3-96d2-4322-ac88-b805654289d0;1;1E+18;1;1;0;0;NULL;Allegro International Kurier Słowacja;Allegro International Kurier Słowacja;NULL;NULL;NULL;NULL;0;NULL;NULL;1
764;1031;INTER_KURIER_SK_COD;X;1a74abd3-b9c7-47fc-b5fa-b805654289d0;1;1E+18;1;1;1;0;NULL;Allegro International Kurier Słowacja pobranie;Allegro Inter. Kurier Słow. pobr.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
765;1031;INTER_PACZ_SK;X;001fa11a-7a19-4167-af2c-a5380c914d7d;1;1E+18;1;1;0;1;NULL;Allegro International Automaty Paczkowe Słowacja;Allegro Inter. Auto. Paczk. Słow.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
766;1035;1;X;X;1;1E+18;1;0;NULL;0;NULL;Next Day Air;Next Day Air;NULL;NULL;NULL;NULL;0;NULL;NULL;1
767;1035;2;X;X;1;1E+18;1;0;NULL;0;NULL;2nd Day Air;2nd Day Air;NULL;NULL;NULL;NULL;0;NULL;NULL;1
768;1035;3;X;X;1;1E+18;1;0;NULL;0;NULL;Ground;Ground;NULL;NULL;NULL;NULL;0;NULL;NULL;1
769;1035;7;X;X;1;1E+18;1;1;NULL;0;NULL;Express;Express;NULL;NULL;NULL;NULL;0;NULL;NULL;1
770;1035;8;X;X;1;1E+18;1;0;NULL;0;NULL;Expedited;Expedited;NULL;NULL;NULL;NULL;0;NULL;NULL;1
771;1035;11;X;X;1;1E+18;1,11317E+14;1;NULL;0;NULL;UPS Standard;UPS Standard;NULL;NULL;NULL;NULL;0;NULL;NULL;1
772;1035;12;X;X;1;1E+18;1;0;NULL;0;NULL;3 Day Select;3 Day Select;NULL;NULL;NULL;NULL;0;NULL;NULL;1
773;1035;13;X;X;1;1E+18;1;0;NULL;0;NULL;Next Day Air Saver;Next Day Air Saver;NULL;NULL;NULL;NULL;0;NULL;NULL;1
774;1035;14;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Next Day Air® Early;UPS Next Day Air® Early;NULL;NULL;NULL;NULL;0;NULL;NULL;1
775;1035;17;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Worldwide Economy DDU;UPS Worldwide Economy DDU;NULL;NULL;NULL;NULL;0;NULL;NULL;1
776;1035;54;X;X;1;1E+18;1;0;NULL;0;NULL;Express Plus;Express Plus;NULL;NULL;NULL;NULL;0;NULL;NULL;1
777;1035;59;X;X;1;1E+18;1;0;NULL;0;NULL;2nd Day Air A.M.;2nd Day Air A.M.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
778;1035;65;X;X;1;1E+18;1;1;NULL;0;NULL;UPS Saver;UPS Saver;NULL;NULL;NULL;NULL;0;NULL;NULL;1
779;1035;M2;X;X;1;1E+18;1;0;NULL;0;NULL;First Class Mail;First Class Mail;NULL;NULL;NULL;NULL;0;NULL;NULL;1
780;1035;M3;X;X;1;1E+18;1;0;NULL;0;NULL;Priority Mail;Priority Mail;NULL;NULL;NULL;NULL;0;NULL;NULL;1
781;1035;M4;X;X;1;1E+18;1;0;NULL;0;NULL;Expedited MaiI Innovations;Expedited MaiI Innovations;NULL;NULL;NULL;NULL;0;NULL;NULL;1
782;1035;M5;X;X;1;1E+18;1;0;NULL;0;NULL;Priority Mail Innovations;Priority Mail Innovations;NULL;NULL;NULL;NULL;0;NULL;NULL;1
783;1035;M6;X;X;1;1E+18;1;0;NULL;0;NULL;Economy Mail Innovations;Economy Mail Innovations;NULL;NULL;NULL;NULL;0;NULL;NULL;1
784;1035;M7;X;X;1;1E+18;1;0;NULL;0;NULL;MaiI Innovations (MI) Returns;MaiI Innovations (MI) Returns;NULL;NULL;NULL;NULL;0;NULL;NULL;1
785;1035;70;X;X;1;1E+18;1;0;NULL;1;NULL;UPS Access Point™ Economy;UPS Access Point™ Economy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
786;1035;71;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Worldwide Express Freight Midday;UPS Worldwide Express Freight Midday;NULL;NULL;NULL;NULL;0;NULL;NULL;1
787;1035;72;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Worldwide Economy DDP;UPS Worldwide Economy DDP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
788;1035;74;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Express®12:00;UPS Express®12:00;NULL;NULL;NULL;NULL;0;NULL;NULL;1
789;1035;75;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Heavy Goods;UPS Heavy Goods;NULL;NULL;NULL;NULL;0;NULL;NULL;1
790;1035;82;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Today Standard;UPS Today Standard;NULL;NULL;NULL;NULL;0;NULL;NULL;1
791;1035;83;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Today Dedicated Courier;UPS Today Dedicated Courier;NULL;NULL;NULL;NULL;0;NULL;NULL;1
792;1035;84;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Today Intercity;UPS Today Intercity;NULL;NULL;NULL;NULL;0;NULL;NULL;1
793;1035;85;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Today Express;UPS Today Express;NULL;NULL;NULL;NULL;0;NULL;NULL;1
794;1035;86;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Today Express Saver;UPS Today Express Saver;NULL;NULL;NULL;NULL;0;NULL;NULL;1
795;1035;96;X;X;1;1E+18;1;0;NULL;0;NULL;UPS Worldwide Express Freight;UPS Worldwide Express Freight;NULL;NULL;NULL;NULL;0;NULL;NULL;1
796;1035;C6;X;X;1;1E+18;1;0;NULL;0;NULL;Roadie XD AM (Morning delivery);Roadie XD AM (Morning delivery);NULL;NULL;NULL;NULL;0;NULL;NULL;1
797;1035;C7;X;X;1;1E+18;1;0;NULL;0;NULL;Roadie XD PM (Afternoon delivery);Roadie XD PM (Afternoon delivery);NULL;NULL;NULL;NULL;0;NULL;NULL;1
798;1035;C8;X;X;1;1E+18;1;0;NULL;0;NULL;Roadie XD (Anytime delivery);Roadie XD (Anytime delivery);NULL;NULL;NULL;NULL;0;NULL;NULL;1
799;1031;DPD_CZPL_PICKUP;X;0c64881f-f346-4c36-ae72-7c824e530542;1;1E+18;1;1;0;1;NULL;Allegro Odbiór w Punkcie DPD Pickup Polska;Allegro Odb. w Punkc. DPD Pickup Polska;NULL;NULL;NULL;NULL;0;NULL;NULL;1
800;1031;DPD_CZPL;X;0c0e7023-4ad0-4883-8183-de8eb3fec6ac;1;1E+18;1;1;0;0;NULL;Allegro Kurier DPD Polska;Allegro Kurier DPD Polska;NULL;NULL;NULL;NULL;0;NULL;NULL;1
801;1031;DPD_CZPL_COD;X;1c0e7023-76d8-4fd0-b5bf-de8eb3fec6ac;1;1E+18;1;1;1;0;NULL;Allegro Kurier DPD Polska pobranie;Allegro Kurier DPD Polska pobranie;NULL;NULL;NULL;NULL;0;NULL;NULL;1
802;1006;HU_FOXPOST_BOX;X;32970;1;9999999999;1;1;NULL;1;NULL;HU FoxPost Box;HU FoxPost Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
803;1006;HR_BOXNOW_BOX;X;35319;1;9999999999;1;1;NULL;1;NULL;HR BoxNow Box;HR BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
804;1006;BG_BOXNOW_BOX;X;33777;1;9999999999;1;1;NULL;1;NULL;BG BoxNow Box;BG BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
805;1033;HU_FOXPOST_BOX;X;32970;1;9999999999;1;1;NULL;1;NULL;HU FoxPost Box;HU FoxPost Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
806;1033;HR_BOXNOW_BOX;X;35319;1;9999999999;1;1;NULL;1;NULL;HR BoxNow Box;HR BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
807;1033;BG_BOXNOW_BOX;X;33777;1;9999999999;1;1;NULL;1;NULL;BG BoxNow Box;BG BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
808;1034;HU_FOXPOST_BOX;X;32970;1;9999999999;1;1;NULL;1;NULL;HU FoxPost Box;HU FoxPost Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
809;1034;HR_BOXNOW_BOX;X;35319;1;9999999999;1;1;NULL;1;NULL;HR BoxNow Box;HR BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
810;1034;BG_BOXNOW_BOX;X;33777;1;9999999999;1;1;NULL;1;NULL;BG BoxNow Box;BG BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
811;1031;INPOST_PACZ_PLPL;X;2488f7b7-5d1c-4d65-b85c-4cbcf253fd93;1;1E+18;1;1;0;1;NULL;Allegro Paczkomaty InPost;Allegro Paczkomaty InPost;NULL;NULL;NULL;NULL;0;NULL;NULL;1
813;1031;INTER_KURIER_PL;X;027175f8-40d5-41c2-a0c3-f49f04506223;1;1E+18;1;1;0;0;NULL;Allegro International Kurier Polska;Allegro Inter. Kurier Polska;NULL;NULL;NULL;NULL;0;NULL;NULL;1
814;1031;INTER_PUNKCIE_PL;X;0bec4d45-b093-4e86-990d-f49f04506223;1;1E+18;1;1;0;1;NULL;Allegro International Odbiór w Punkcie Polska;Allegro Inter. Odbiór w Punkcie Polska;NULL;NULL;NULL;NULL;0;NULL;NULL;1
815;1031;INTER_PACZ_PL;X;0e95a816-8988-445a-aedb-f49f04506223;1;1E+18;1;1;0;1;NULL;Allegro International Automaty Paczkowe Polska;Allegro Inter. Automaty Paczkowe Polska;NULL;NULL;NULL;NULL;0;NULL;NULL;1
816;1036;RO_CARGUS;X;1;1;1E+15;1;1;NULL;1;NULL;RO Urgent Cargus;RO Urgent Cargus;NULL;NULL;NULL;NULL;0;NULL;NULL;1
817;1036;HU_GLS;X;2;1;1E+15;1;1;NULL;1;NULL;HU GLS;HU GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
818;1036;RO_FAN;X;3;1;1E+15;1;1;NULL;1;NULL;RO FanCourier;RO FanCourier;NULL;NULL;NULL;NULL;0;NULL;NULL;1
819;1036;HU_EXPRESSONE;X;7;1;1E+15;1;1;NULL;1;NULL;HU Express One;HU Express One;NULL;NULL;NULL;NULL;0;NULL;NULL;1
820;1036;SI_GLS;X;8;1;1E+15;1;1;NULL;1;NULL;SI GLS;SI GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
821;1036;HR_GLS;X;9;1;1E+15;1;1;NULL;1;NULL;HR GLS;HR GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
822;1036;PL_DPD;X;10;1;1E+15;1;1;NULL;1;NULL;PL DPD;PL DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
823;1036;PL_INPOST;X;11;1;1E+15;1;1;NULL;1;NULL;PL InPost;PL InPost;NULL;NULL;NULL;NULL;0;NULL;NULL;1
824;1036;CZ_PPL;X;14;1;1E+15;1;1;NULL;1;NULL;CZ PPL;CZ PPL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
825;1036;HU_FoxPost;X;16;1;1E+15;1;1;NULL;1;NULL;HU FoxPost;HU FoxPost;NULL;NULL;NULL;NULL;0;NULL;NULL;1
826;1036;HR_BOXNOW;X;17;1;1E+15;1;1;NULL;1;NULL;HR Box Now;HR Box Now;NULL;NULL;NULL;NULL;0;NULL;NULL;1
827;1036;HR_DPD;X;18;1;1E+15;1;1;NULL;1;NULL;HR DPD;HR DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
828;1036;SK_DPD;X;19;1;1E+15;1;1;NULL;1;NULL;SK DPD;SK DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
829;1036;SI_POSTASLOVENIA;X;20;1;1E+15;1;1;NULL;1;NULL;SI POSTA;SI POSTA;NULL;NULL;NULL;NULL;0;NULL;NULL;1
830;1036;IT_BRT;X;21;1;1E+15;1;1;NULL;1;NULL;IT BRT;IT BRT;NULL;NULL;NULL;NULL;0;NULL;NULL;1
831;1036;SI_DPD;X;22;1;1E+15;1;1;NULL;1;NULL;SI DPD;SI DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
832;1036;IT_GLS;X;23;1;1E+15;1;1;NULL;1;NULL;IT GLS;IT GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
833;1036;CZ_DHL;X;25;1;1E+15;1;1;NULL;1;NULL;CZ DHL DE Paket;CZ DHL DE Paket;NULL;NULL;NULL;NULL;0;NULL;NULL;1
834;1036;INT_FANCOURIER;X;26;1;1E+15;1;1;NULL;1;NULL;INT FanCourier;INT FanCourier;NULL;NULL;NULL;NULL;0;NULL;NULL;1
835;1036;SK_PACKETA;X;28;1;1E+15;1;1;NULL;1;NULL;SK Packeta;SK Packeta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
836;1036;HU_Csomagpiac;X;31;1;1E+15;1;1;NULL;1;NULL;HU Csomagpiac;HU Csomagpiac;NULL;NULL;NULL;NULL;0;NULL;NULL;1
