pk_service_type;fk_package_type;serviceTypeCode;submitterNumber;submitterTypeId;minValue;maxValue;currentValue;visible;isCod;hasDeliveryPoints;labelText;name;reportname;palletteMinValue;palletteMaxValue;palletteCurrentValue;pallettePrefix;isPalletteType;fk_image_logo;paymentType;printLabel
334;1020;EP;X;X;1;99999999999;1;1;0;0;NULL;Express Parcel;Express Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
335;1020;EBP;X;X;1;99999999999;1;1;NULL;0;NULL;Euro Business Parcel;Euro Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
336;1020;GBP;X;X;1;99999999999;1;1;0;0;NULL;Global Business Parcel;Global Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
337;1021;Kurier123;X;X;1;1E+14;1;0;NULL;0;NULL;Kurier123;Kurier123;NULL;NULL;NULL;NULL;0;NULL;NULL;1
338;2;SMART;7;7;1;999999999;3660662;1;0;1;NULL;PPL Parcel CZ Smart;PPL Parcel CZ Smart;NULL;NULL;NULL;NULL;0;NULL;NULL;1
339;2;SMARTD;7;7;1;999999999;1;1;1;0;NULL;PPL Parcel CZ Smart - Dob.;PPL Parcel CZ Smart - Dob.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
340;2;SMARTEU;9;1;1;99999999;1;0;0;1;NULL;PPL Parcel Smart Europe;PPL Parcel Smart Europe;NULL;NULL;NULL;NULL;0;NULL;NULL;1
341;2;SMARTEUD;9;1;1;99999999;1;0;1;1;NULL;PPL Parcel Smart Europe - Dob.;PPL Parcel Smart Europe - Dob.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
342;1022;CZ_ULOZENKA;20;X;1;99999999999;1;1;NULL;0;NULL;Uloženka by WE|DO | CZ;Uloženka by WE|DO | CZ;NULL;NULL;NULL;NULL;0;NULL;NULL;1
343;1022;CZ_ULOZENKA_PARTNER;21;X;1;99999999999;1;1;NULL;0;NULL;Uloženka Partner | CZ;Uloženka Partner | CZ;NULL;NULL;NULL;NULL;0;NULL;NULL;1
344;1022;CZ_INTIME;29;X;1;99999999999;1;1;NULL;0;NULL;InTime | CZ;InTime | CZ;NULL;NULL;NULL;NULL;0;NULL;NULL;1
345;1022;SK_ULOZENKA;119;X;1;99999999999;1;1;NULL;0;NULL;Uloženka | SK;Uloženka | SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
346;1022;SK_ULOZENKA_DPD;49;X;1;99999999999;1;1;NULL;0;NULL;Uloženka – DPD Pickup | SK;Uloženka – DPD Pickup | SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
347;1022;CZSK_DEPO;125;X;1;99999999999;1;1;NULL;0;NULL;DEPO | SK (cz – sk);DEPO | SK (cz – sk);NULL;NULL;NULL;NULL;0;NULL;NULL;1
348;1022;SKSK_DEPO;191;X;1;99999999999;1;1;NULL;0;NULL;DEPO | SK (sk – sk);DEPO | SK (sk – sk);NULL;NULL;NULL;NULL;0;NULL;NULL;1
349;1022;SK_DPD;32;X;1;99999999999;1;1;NULL;0;NULL;DPD | SK;DPD | SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
350;1006;DE_BDS;X;13613;1;9999999999;1;0;NULL;0;NULL;DE Doručení na adresu HD;DE Doručení na adresu HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
351;1023;Kuryr123;X;X;1;1E+14;1,00044E+12;1;NULL;0;NULL;Kuryr123;Kuryr123;NULL;NULL;NULL;NULL;0;NULL;NULL;1
352;1024;ECD_B2B;X;X;1;99999999999;12006190108;1;NULL;0;NULL;EuroConnect Domestic B2B;EuroConnect Domestic B2B;1;9999999999;619010801;JJD00004122;1;NULL;NULL;1
353;1024;ECD_B2C;X;X;1;99999999999;12006139758;1;NULL;0;NULL;EuroConnect Domestic B2C;EuroConnect Domestic B2C;1;9999999999;613975801;JJD00004122;1;NULL;NULL;1
354;1024;ECI;X;X;1;99999999999;1;1;NULL;0;NULL;EuroConnect International;EuroConnect International;1;9999999999;1;JJD00004122;1;NULL;NULL;1
355;1024;ERI;X;X;1;99999999999;1;1;NULL;0;NULL;EuroRapid;EuroRapid;1;9999999999;1;JJD00004122;1;NULL;NULL;1
356;1025;Kuryr123;X;X;1;1E+14;1;1;NULL;0;NULL;Kuryr123;Kuryr123;NULL;NULL;NULL;NULL;0;NULL;NULL;1
357;1026;CZ_ULOZENKA;20;X;1;99999999999;1;1;NULL;0;NULL;Uloženka by WE|DO | CZ;Uloženka by WE|DO | CZ;NULL;NULL;NULL;NULL;0;NULL;NULL;1
358;1026;CZ_ULOZENKA_PARTNER;21;X;1;99999999999;1;1;NULL;0;NULL;Uloženka Partner | CZ;Uloženka Partner | CZ;NULL;NULL;NULL;NULL;0;NULL;NULL;1
359;1026;CZ_INTIME;29;X;1;99999999999;1;1;NULL;0;NULL;InTime | CZ;InTime | CZ;NULL;NULL;NULL;NULL;0;NULL;NULL;1
360;1026;SK_ULOZENKA;119;X;1;99999999999;1;1;NULL;0;NULL;Uloženka | SK;Uloženka | SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
361;1026;SK_ULOZENKA_DPD;49;X;1;99999999999;1;1;NULL;0;NULL;Uloženka – DPD Pickup | SK;Uloženka – DPD Pickup | SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
362;1026;CZSK_DEPO;125;X;1;99999999999;1;1;NULL;0;NULL;DEPO | SK (cz – sk);DEPO | SK (cz – sk);NULL;NULL;NULL;NULL;0;NULL;NULL;1
363;1026;SKSK_DEPO;191;X;1;99999999999;1;1;NULL;0;NULL;DEPO | SK (sk – sk);DEPO | SK (sk – sk);NULL;NULL;NULL;NULL;0;NULL;NULL;1
364;1026;SK_DPD;32;X;1;99999999999;1;1;NULL;0;NULL;DPD | SK;DPD | SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
365;1017;SK_123Kurier;106;X;1;99999999999;1;0;NULL;0;NULL;Slovensko - 123 Kuriér;Slovensko - 123 Kuriér;NULL;NULL;NULL;NULL;0;NULL;NULL;1
366;1017;CZ_CPNB;105;X;1;99999999999;1;0;NULL;0;NULL;ČR - ČP - Do balíkovny;ČR - ČP - Do balíkovny;NULL;NULL;NULL;NULL;0;NULL;NULL;1
367;1017;CZ_WEDO_HD;125;X;1;99999999999;1;0;NULL;0;NULL;ČR - WEDO - Home Delivery;ČR - WEDO - Home Delivery;NULL;NULL;NULL;NULL;0;NULL;NULL;1
368;1017;PL_InPost;61;X;1;99999999999;1;0;NULL;0;NULL;Polsko - InPost Kurier;Polsko - InPost Kurier;NULL;NULL;NULL;NULL;0;NULL;NULL;1
369;1017;IT_DPD;90;X;1;99999999999;1;0;NULL;0;NULL;Itálie - DPD;Itálie - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
370;1017;FR_DPD;87;X;1;99999999999;1;0;NULL;0;NULL;Francie - DPD;Francie - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
371;1017;GB_DPD;97;X;1;99999999999;1;0;NULL;0;NULL;Velká Británie - DPD;Velká Británie - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
372;1017;SI_DPD;94;X;1;99999999999;1;0;NULL;0;NULL;Slovinsko - DPD;Slovinsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
373;1017;HR_DPD;174;X;1;99999999999;1;0;NULL;0;NULL;Chorvatsko - DPD;Chorvatsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
374;1017;ES_DPD;95;X;1;99999999999;1;0;NULL;0;NULL;Španělsko - DPD;Španělsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
375;1017;PT_DPD;92;X;1;99999999999;1;0;NULL;0;NULL;Portugalsko - DPD;Portugalsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
376;1017;FI_DPD;86;X;1;99999999999;1;0;NULL;0;NULL;Finsko - DPD;Finsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
377;1017;GR_DPD;93;X;1;99999999999;1;0;NULL;0;NULL;Řecko - DPD;Řecko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
378;1017;SE_DPD;96;X;1;99999999999;1;0;NULL;0;NULL;Švédsko - DPD;Švédsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
379;1017;IE_DPD;89;X;1;99999999999;1;0;NULL;0;NULL;Irsko - DPD;Irsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
380;1017;LU_DPD;91;X;1;99999999999;1;0;NULL;0;NULL;Lucembursko - DPD;Lucembursko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
381;1017;BG_eCont_Parcelshop;108;X;1;99999999999;1;0;NULL;0;NULL;Bulharsko - eCont Parcelshop;Bulharsko - eCont Parcelshop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
382;1017;ES_DHL;120;X;1;99999999999;1;0;NULL;0;NULL;Španělsko - DHL;Španělsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
383;1017;PT_DHL;119;X;1;99999999999;1;0;NULL;0;NULL;Portugalsko - DHL;Portugalsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
384;1017;FI_DHL;118;X;1;99999999999;1;0;NULL;0;NULL;Finsko - DHL;Finsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
385;1017;SE_DHL;116;X;1;99999999999;1;0;NULL;0;NULL;Švédsko - DHL;Švédsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
386;1017;LT_Itella;129;X;1;99999999999;1;0;NULL;0;NULL;Litva - Itella;Litva - Itella;NULL;NULL;NULL;NULL;0;NULL;NULL;1
387;1017;LV_Itella;131;X;1;99999999999;1;0;NULL;0;NULL;Lotyšsko - Itella;Lotyšsko - Itella;NULL;NULL;NULL;NULL;0;NULL;NULL;1
388;1017;EE_Itella;133;X;1;99999999999;1;0;NULL;0;NULL;Estonsko - Itella;Estonsko - Itella;NULL;NULL;NULL;NULL;0;NULL;NULL;1
389;1027;inpost_locker_standard;X;X;1;1E+18;1;1;NULL;1;NULL;Locker Standard;Locker Standard;NULL;NULL;NULL;NULL;0;NULL;NULL;1
390;1027;inpost_locker_allegro;X;X;1;1E+18;1;0;NULL;1;NULL;Locker Allegro;Locker Allegro;NULL;NULL;NULL;NULL;0;NULL;NULL;1
391;1027;inpost_locker_pass_thru;X;X;1;1E+18;1;0;NULL;1;NULL;Locker Pass Thru;Locker Pass Thru;NULL;NULL;NULL;NULL;0;NULL;NULL;1
392;1027;inpost_locker_standard_smart;X;X;1;1E+18;1;0;NULL;1;NULL;Locker Standard Smart;Locker Standard Smart;NULL;NULL;NULL;NULL;0;NULL;NULL;1
393;1027;inpost_locker_allegro_smart;X;X;1;1E+18;1;0;NULL;1;NULL;Locker Allegro Smart;Locker Allegro Smart;NULL;NULL;NULL;NULL;0;NULL;NULL;1
394;1027;inpost_letter_allegro;X;X;1;1E+18;1;0;NULL;1;NULL;Letter Allegro;Letter Allegro;NULL;NULL;NULL;NULL;0;NULL;NULL;1
395;1027;inpost_courier_allegro;X;X;1;1E+18;1;0;NULL;1;NULL;Courier Allegro;Courier Allegro;NULL;NULL;NULL;NULL;0;NULL;NULL;1
396;1027;inpost_courier_c2c;X;X;1;1E+18;1;0;NULL;0;NULL;Courier C2C;Courier C2C;NULL;NULL;NULL;NULL;0;NULL;NULL;1
397;1027;inpost_courier_standard;X;X;1;1E+18;1;1;NULL;1;NULL;Courier Standard;Courier Standard;NULL;NULL;NULL;NULL;0;NULL;NULL;1
398;1027;inpost_courier_express_1000;X;X;1;1E+18;1;1;NULL;0;NULL;Courier Express 1000;Courier Express 1000;NULL;NULL;NULL;NULL;0;NULL;NULL;1
399;1027;inpost_courier_express_1200;X;X;1;1E+18;1;1;NULL;0;NULL;Courier Express 1200;Courier Express 1200;NULL;NULL;NULL;NULL;0;NULL;NULL;1
400;1027;inpost_courier_express_1700;X;X;1;1E+18;1;1;NULL;0;NULL;Courier Express 1700;Courier Express 1700;NULL;NULL;NULL;NULL;0;NULL;NULL;1
401;1027;inpost_courier_palette;X;X;1;1E+18;1;0;NULL;0;NULL;Courier Palette;Courier Palette;NULL;NULL;NULL;NULL;0;NULL;NULL;1
402;1027;inpost_courier_local_standard;X;X;1;1E+18;1;1;NULL;0;NULL;Courier Local Standard;Courier Local Standard;NULL;NULL;NULL;NULL;0;NULL;NULL;1
403;1027;inpost_courier_local_express;X;X;1;1E+18;1;1;NULL;0;NULL;Courier Local Express;Courier Local Express;NULL;NULL;NULL;NULL;0;NULL;NULL;1
404;1027;inpost_courier_local_super_exp;X;X;1;1E+18;1;1;NULL;0;NULL;Courier Local Super Express;Courier Local Super Express;NULL;NULL;NULL;NULL;0;NULL;NULL;1
405;1028;CL;D;X;1;1E+14;1;1;NULL;0;NULL;DPD Classic;DPD Classic;NULL;NULL;NULL;NULL;0;NULL;NULL;1
406;1028;PS;PS;X;1;1E+14;1;1;NULL;1;NULL;DPD Pickup;DPD Pickup;NULL;NULL;NULL;NULL;0;NULL;NULL;1
407;1017;GR_ACS;81;X;1;99999999999;1;0;NULL;0;NULL;Řecko - ACS;Řecko - ACS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
408;1017;CZ_123Kuryr;143;X;1;99999999999;1;0;NULL;0;NULL;ČR - 123 Kurýr;ČR - 123 Kurýr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
409;1017;SK_SPS_Parcel;142;X;1;99999999999;1;0;NULL;1;NULL;Slovensko - SPS - Balíkovo;Slovensko - SPS - Balíkovo;NULL;NULL;NULL;NULL;0;NULL;NULL;1
410;1006;HR_OVERSEAS_HD;X;10618;1;9999999999;1;1;NULL;0;NULL;HR Overseas HD;HR Overseas HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
411;1006;HR_OVERSEAS_PP;X;10619;1;9999999999;1;1;NULL;1;NULL;HR Overseas PP;HR Overseas PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
412;1029;DPD;X;X;1;1E+14;1;1;NULL;0;NULL;DPD Classic;DPD Classic;NULL;NULL;NULL;NULL;0;NULL;NULL;1
413;1029;B2C;X;X;1;1E+14;1;1;NULL;0;NULL;DPD Private;DPD Private;NULL;NULL;NULL;NULL;0;NULL;NULL;1
414;1029;PT;X;X;1;1E+14;1;1;NULL;0;NULL;DPD Primetime;DPD Primetime;NULL;NULL;NULL;NULL;0;NULL;NULL;1
415;1029;2S;X;X;1;1E+14;1;1;NULL;1;NULL;DPD Pickup;DPD Pickup;NULL;NULL;NULL;NULL;0;NULL;NULL;1
416;1017;FR_UPS;153;X;1;99999999999;1;0;NULL;0;NULL;FR - UPS;FR - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
417;1017;BE_UPS;154;X;1;99999999999;1;0;NULL;0;NULL;BE - UPS;BE - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
418;1017;DK_UPS;155;X;1;99999999999;1;0;NULL;0;NULL;DK - UPS;DK - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
419;1017;NL_UPS;160;X;1;99999999999;1;0;NULL;0;NULL;NL - UPS;NL - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
420;1017;ES_UPS;167;X;1;99999999999;1;0;NULL;0;NULL;ES - UPS;ES - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
421;1017;PT_UPS;166;X;1;99999999999;1;0;NULL;0;NULL;PT - UPS;PT - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
422;1017;FI_UPS;161;X;1;99999999999;1;0;NULL;0;NULL;FI - UPS;FI - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
423;1017;GR_UPS;164;X;1;99999999999;1;0;NULL;0;NULL;GR - UPS;GR - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
424;1017;SE_UPS;163;X;1;99999999999;1;0;NULL;0;NULL;SE - UPS;SE - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
425;1017;EE_UPS;156;X;1;99999999999;1;0;NULL;0;NULL;EE - UPS;EE - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
426;1017;LU_UPS;159;X;1;99999999999;1;0;NULL;0;NULL;LU - UPS;LU - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
427;1017;IE_UPS;165;X;1;99999999999;1;0;NULL;0;NULL;IE - UPS;IE - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
428;1017;LV_UPS;157;X;1;99999999999;1;0;NULL;0;NULL;LV - UPS;LV - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
429;1017;LT_UPS;158;X;1;99999999999;1;0;NULL;0;NULL;LT - UPS;LT - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
430;1017;IT_UPS;162;X;1;99999999999;1;0;NULL;0;NULL;IT - UPS;IT - UPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
431;1006;AE_ARAMEX_HD;X;10693;1;9999999999;1;1;NULL;0;NULL;AE Aramex HD;AE Aramex HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
432;1006;BE_NLPOST_HD;X;4832;1;9999999999;1;1;NULL;0;NULL;BE Nizozemská pošta HD;BE Nizozemská pošta HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
433;1006;BG_HD;X;23603;1;9999999999;1;1;NULL;0;NULL;BG Home Delivery HD;BG Home Delivery HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
434;1006;EE_LTPOST_HD;X;18805;1;9999999999;1;1;NULL;0;NULL;EE Lithuanian Post HD;EE Lithuanian Post HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
435;1006;GB_FEDEX_HD_CONN;X;24808;1;9999999999;1;1;NULL;0;NULL;GB FedEx HD Connect Plus;GB FedEx HD Connect Plus;NULL;NULL;NULL;NULL;0;NULL;NULL;1
436;1006;GB_FEDEX_HD_PRI;X;24809;1;9999999999;1;1;NULL;0;NULL;GB FedEx HD Priority;GB FedEx HD Priority;NULL;NULL;NULL;NULL;0;NULL;NULL;1
437;1006;GR_BOXNOW_BOX;X;20409;1;9999999999;1;1;NULL;1;NULL;GR BoxNow Box;GR BoxNow Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
438;1006;GR_SPEEDEX_HD;X;12235;1;9999999999;1;1;NULL;0;NULL;GR Speedex HD;GR Speedex HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
439;1006;IE_FASTWAY_HD;X;9990;1;9999999999;1;1;NULL;0;NULL;IE Fastway HD;IE Fastway HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
440;1006;IE_FEDEX_HD_CONN;X;24810;1;9999999999;1;1;NULL;0;NULL;IE FedEx HD Connect Plus;IE FedEx HD Connect Plus;NULL;NULL;NULL;NULL;0;NULL;NULL;1
441;1006;IE_FEDEX_HD_PRI;X;24811;1;9999999999;1;1;NULL;0;NULL;IE FedEx HD Priority;IE FedEx HD Priority;NULL;NULL;NULL;NULL;0;NULL;NULL;1
442;1006;IL_FEDEX_HD_ECO;X;19330;1;9999999999;1;1;NULL;0;NULL;IL FedEx HD Economy;IL FedEx HD Economy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
443;1006;IL_FEDEX_HD_PRI;X;19329;1;9999999999;1;1;NULL;0;NULL;IL FedEx HD Priority;IL FedEx HD Priority;NULL;NULL;NULL;NULL;0;NULL;NULL;1
444;1006;IT_BARTOLINI_HD;X;9103;1;9999999999;1;1;NULL;0;NULL;IT Bartolini HD;IT Bartolini HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
445;1006;IT_BARTOLINI_PP;X;9104;1;9999999999;1;1;NULL;1;NULL;IT Bartolini PP;IT Bartolini PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
446;1006;IT_HRPARCEL_HD;X;12154;1;9999999999;1;1;NULL;0;NULL;IT HR Parcel HD;IT HR Parcel HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
447;1006;LT_POST_BOX;X;18809;1;9999999999;1;1;NULL;1;NULL;LT Lithuanian Post Box;LT Lithuanian Post Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
448;1006;LT_POST_HD;X;18808;1;9999999999;1;1;NULL;0;NULL;LT Lithuanian Post HD;LT Lithuanian Post HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
449;1006;LV_LTPOST_HD;X;18807;1;9999999999;1;1;NULL;0;NULL;LV Lithuanian Post HD;LV Lithuanian Post HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
450;1006;RO_SAMEDAY_BOX;X;7455;1;9999999999;1;1;NULL;1;NULL;RO Sameday Box;RO Sameday Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
451;1006;SI_POST_BOX;X;19517;1;9999999999;1;1;NULL;1;NULL;SI Post Box;SI Post Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
452;1006;SI_POST_HD;X;19515;1;9999999999;1;1;NULL;0;NULL;SI Post HD;SI Post HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
453;1006;SI_POST_PP;X;19516;1;9999999999;1;1;NULL;1;NULL;SI Post PP;SI Post PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
454;1006;TR_FEDEX_HD_ECO;X;19327;1;9999999999;1;1;NULL;0;NULL;TR FedEx HD Economy;TR FedEx HD Economy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
455;1006;TR_FEDEX_HD_PRI;X;19328;1;9999999999;1;1;NULL;0;NULL;TR FedEx HD Priority;TR FedEx HD Priority;NULL;NULL;NULL;NULL;0;NULL;NULL;1
456;1017;SI_GLS_Parcelshop;137;X;1;99999999999;1;0;NULL;1;NULL;Slovinsko - GLS Parcelshop;Slovinsko - GLS Parcelshop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
457;1017;SK_SP_Parcelshop;177;X;1;99999999999;1;1;NULL;1;NULL;Slovensko - SP - Parcelshop;Slovensko - SP - Parcelshop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
458;1030;ECOS;X;34;1;9999999999;1;1;NULL;0;NULL;Economic Standard;Economic Standard;NULL;NULL;NULL;NULL;0;NULL;NULL;1
